地區,大廈名單,最後個案居住日期,相關疑似/確診個案
灣仔,銅鑼灣利景酒店,,1250
中西區,壹棠酒店及服務式公寓,,1251
離島,昇薈10座,,1252
油尖旺,漾日居2座,,1254
深水埗,鴻裕大廈B座,,1263
九龍城,榮光街 86號,,1263
觀塘,坪石邨玉石樓,,1269
油尖旺,Grand Austin 2座,,1276
北區,御林皇府,,1276
油尖旺,福祥樓,,1283
葵青,荃灣帝盛酒店,,內地當局通報的9宗個案
觀塘,安達邨禮達樓,,1289
黃大仙,彩輝邨彩華樓,,1291
沙田,禾輋邨德和樓,,1292
沙田,禾輋邨美和樓,,1293
沙田,水泉澳邨明泉樓,,1294
黃大仙,彩輝邨彩華樓,,1295
屯門,兆隆苑,,1296
